"Gene","adjpvals","comp","zvals"
"cps4A",0.347181065082745,"236 - 27",-0.658637422002855
"cps4A",0.110444136986137,"260 - 27",1.65543992686881
"cps4A",0.200351138178243,"1 - 3",-1.18628975324281
"cps4A",0.500260564991261,"10 - 3",0.0683284253624244
"cps4A",0.0255919608326799,"104 - 3",-2.54842274686761
"cps4A",0.0257205636509346,"11 - 3",-2.54842274686761
"cps4A",0.0629645463654947,"111 - 3",-2.05030596826255
"cps4A",0.206847210545225,"116 - 3",-1.1639215775839
"cps4A",0.484525192465649,"13 - 3",-0.12513351285422
"cps4A",0.0897160224206041,"147 - 3",1.80465985978076
"cps4A",0.403706807837395,"16 - 3",-0.490315696865944
"cps4A",0.316521313926407,"170 - 3",0.762649061516723
"cps4A",0.472477961426312,"176 - 3",0.213314400739901
"cps4A",0.445262388207025,"185 - 3",-0.34321694867707
"cps4A",0.0365743459504018,"2 - 3",-2.36369170847639
"cps4A",0.202967069180472,"23 - 3",-1.17745998231635
"cps4A",0.0631730382408772,"236 - 3",-2.05030596826255
"cps4A",0.505603953517141,"260 - 3",-0.0462561978175419
"cps4A",0.104752580673323,"27 - 3",-1.7088519833921
"cps4A",0.0106611045250915,"1 - 309",2.97262467847388
"cps4A",5.50223238915071e-05,"10 - 309",4.68556913347941
"cps4A",0.470505182538606,"104 - 309",0.221597182032377
"cps4A",0.471073425512686,"11 - 309",0.221597182032377
"cps4A",0.439009876240158,"111 - 309",0.361866682945309
"cps4A",0.158883730706947,"116 - 309",1.38537521607291
"cps4A",0.000340405256570155,"13 - 309",4.1460593150457
"cps4A",1.47569451194468e-06,"147 - 309",5.55301277926889
"cps4A",0.052890583845721,"16 - 309",2.16318828919336
"cps4A",0.00183339538697139,"170 - 309",3.60998737026806
"cps4A",0.00185257674120518,"176 - 309",3.60402058969631
"cps4A",0.00573110719726425,"185 - 309",3.22767653324199
"cps4A",0.501059322033898,"2 - 309",0
"cps4A",0.0309618968177953,"23 - 309",2.45371120950038
"cps4A",0.439578541882956,"236 - 309",0.361866682945309
"cps4A",0.0208565258696944,"260 - 309",2.67594403181697
"cps4A",0.186858630530816,"27 - 309",1.24985716876933
"cps4A",0.0178664882326336,"3 - 309",2.72935608834026
"cps4A",0.000335095385920865,"1 - 336",-4.14011022276388
"cps4A",0.0367340722217282,"10 - 336",-2.36049542804248
"cps4A",2.27332570828609e-05,"104 - 336",-4.90948147941841
"cps4A",2.39962158096865e-05,"11 - 336",-4.90948147941841
"cps4A",0.000874218933599072,"111 - 336",-3.82764150060047
"cps4A",0.0147307656050545,"116 - 336",-2.80413296747287
"cps4A",0.0296064945841894,"13 - 336",-2.47813475291401
"cps4A",0.425619758341101,"147 - 336",0.421934117818105
"cps4A",0.0662696477236671,"16 - 336",-2.02631989435242
"cps4A",0.376150612037244,"170 - 336",-0.579520813277727
"cps4A",0.131760721791902,"176 - 336",-1.52705807175448
"cps4A",0.0357530917731228,"185 - 336",-2.39313852117803
"cps4A",0.000322516435087848,"2 - 336",-4.18950818354578
"cps4A",0.00153762936961773,"23 - 336",-3.67910080341083
"cps4A",0.00088688877321645,"236 - 336",-3.82764150060047
"cps4A",0.134987996017758,"260 - 336",-1.51356415172881
"cps4A",0.000792909191876952,"27 - 336",-3.88122149268146
"cps4A",0.141849138023996,"3 - 336",-1.46015209520552
"cps4A",9.7332074268744e-06,"309 - 336",-5.13107866145079
"cps4A",0.0570370815579965,"1 - 37",2.12287863862414
"cps4A",0.00385874587113702,"10 - 37",3.36156811635653
"cps4A",0.471579291928222,"104 - 37",0.180933341472654
"cps4A",0.472128918142591,"11 - 37",0.180933341472654
"cps4A",0.44916390765344,"111 - 37",0.313385740213847
"cps4A",0.19799661965599,"116 - 37",1.19977013089249
"cps4A",0.00873713294366922,"13 - 37",3.06206773666636
"cps4A",9.77634518729328e-05,"147 - 37",4.53401594812102
"cps4A",0.0824594146067482,"16 - 37",1.87337601161045
"cps4A",0.00747493407971935,"170 - 37",3.12634076999312
"cps4A",0.0113170313928906,"176 - 37",2.94267048908017
"cps4A",0.0257384164462012,"185 - 37",2.55170234883022
"cps4A",0.501590668080594,"2 - 37",0
"cps4A",0.0832850954435737,"23 - 37",1.87405289184952
"cps4A",0.449730318634087,"236 - 37",0.313385740213847
"cps4A",0.0397010220335556,"260 - 37",2.31743551065885
"cps4A",0.245265610020816,"27 - 37",1.02050410494816
"cps4A",0.036731317392249,"3 - 37",2.36369170847639
"cps4A",0.502123142250531,"309 - 37",0
"cps4A",0.000330579345965044,"336 - 37",4.18950818354578
"cps4A",0.107362711538999,"1 - 371",1.68413860232475
"cps4A",0.0116399451697462,"10 - 371",2.9249399577169
"cps4A",0.472679827031905,"104 - 371",-0.180933341472654
"cps4A",0.473232023091522,"11 - 371",-0.180933341472654
"cps4A",0.502656748140276,"111 - 371",0
"cps4A",0.281855765497879,"116 - 371",0.886384390678648
"cps4A",0.0221879203721034,"13 - 371",2.63949849076613
"cps4A",0.000324370343197254,"147 - 371",4.17214926517571
"cps4A",0.126519169466426,"16 - 371",1.5599902713966
"cps4A",0.014603061597093,"170 - 371",2.81295502977927
"cps4A",0.0245388871885242,"176 - 371",2.58080380613486
"cps4A",0.0528489116598495,"185 - 371",2.16788477073605
"cps4A",0.450298159945494,"2 - 371",-0.313385740213847
"cps4A",0.141405411836036,"23 - 371",1.46947364092049
"cps4A",0.503191489361702,"236 - 371",0
"cps4A",0.0685389611985054,"260 - 371",2.004049770445
"cps4A",0.34768132598344,"27 - 371",0.658637422002855
"cps4A",0.0633829154443352,"3 - 371",2.05030596826255
"cps4A",0.440148682663609,"309 - 371",-0.361866682945309
"cps4A",0.000899931255175516,"336 - 371",3.82764150060047
"cps4A",0.450867437012429,"37 - 371",-0.313385740213847
"cps4A",0.0572415155420753,"1 - 40",2.12287863862414
"cps4A",0.00389979635912784,"10 - 40",3.36156811635653
"cps4A",0.473785510837828,"104 - 40",0.180933341472654
"cps4A",0.474340294808364,"11 - 40",0.180933341472654
"cps4A",0.451438155287128,"111 - 40",0.313385740213847
"cps4A",0.19835726923642,"116 - 40",1.19977013089249
"cps4A",0.00881117644319184,"13 - 40",3.06206773666636
"cps4A",0.000101384320460819,"147 - 40",4.53401594812102
"cps4A",0.0826956880010369,"16 - 40",1.87337601161045
"cps4A",0.00754227582818529,"170 - 40",3.12634076999312
"cps4A",0.0114008612550601,"176 - 40",2.94267048908017
"cps4A",0.0258697348974573,"185 - 40",2.55170234883022
"cps4A",0.503727369542066,"2 - 40",0
"cps4A",0.0835265015173232,"23 - 40",1.87405289184952
"cps4A",0.452010320249469,"236 - 40",0.313385740213847
"cps4A",0.0398644007250517,"260 - 40",2.31743551065885
"cps4A",0.245679910037743,"27 - 40",1.02050410494816
"cps4A",0.0368896420361811,"3 - 40",2.36369170847639
"cps4A",0.504264392324094,"309 - 40",0
"cps4A",0.000339055739451327,"336 - 40",4.18950818354578
"cps4A",0.504802561366062,"37 - 40",0
"cps4A",0.452583937407146,"371 - 40",0.313385740213847
"cps4A",0.142377682058936,"1 - 44",-1.4571072727671
"cps4A",0.453011404948264,"10 - 44",0.297358726080598
"cps4A",0.0106957278912277,"104 - 44",-2.97398136919466
"cps4A",0.0107786405105396,"11 - 44",-2.97398136919466
"cps4A",0.0451368073528479,"111 - 44",-2.24731227821755
"cps4A",0.193602641260455,"116 - 44",-1.22380374508995
"cps4A",0.509563775852518,"13 - 44",0.0205851449123853
"cps4A",0.0367257852633059,"147 - 44",2.35743422804185
"cps4A",0.419054978973074,"16 - 44",-0.445990671969495
"cps4A",0.250673740287332,"170 - 44",1.0008084091052
"cps4A",0.426730462435604,"176 - 44",0.40844203846927
"cps4A",0.459492992841836,"185 - 44",-0.272904380331468
"cps4A",0.0230803053984064,"2 - 44",-2.60917896116286
"cps4A",0.161762177750106,"23 - 44",-1.36573569830153
"cps4A",0.0453124369534426,"236 - 44",-2.24731227821755
"cps4A",0.500359340474068,"260 - 44",0.0667650706541161
"cps4A",0.0747661361066296,"27 - 44",-1.94572138245771
"cps4A",0.485532533002315,"3 - 44",0.120177127177409
"cps4A",0.00628643083707823,"309 - 44",-3.19557855122704
"cps4A",0.0749562748114501,"336 - 44",1.93550011022375
"cps4A",0.0232050638059653,"37 - 44",-2.60917896116286
"cps4A",0.045489438660292,"371 - 44",-2.24731227821755
"cps4A",0.0233311782831717,"40 - 44",-2.60917896116286
"cps4A",0.25993600756704,"1 - 48",0.965838637212521
"cps4A",0.00880272905731807,"10 - 48",3.05483270783563
"cps4A",0.140245188333714,"104 - 48",-1.47708749398225
"cps4A",0.140543582351445,"11 - 48",-1.47708749398225
"cps4A",0.256486017392321,"111 - 48",-0.975831407036458
"cps4A",0.488301375602516,"116 - 48",0.109763329528774
"cps4A",0.0284766430704769,"13 - 48",2.49367268181963
"cps4A",0.000183727620026836,"147 - 48",4.36318567810039
"cps4A",0.269997875248719,"16 - 48",0.934758677277304
"cps4A",0.0300609900694934,"170 - 48",2.46932083914088
"cps4A",0.0468814895039075,"176 - 48",2.22817170483981
"cps4A",0.107514835497079,"185 - 48",1.68581803401643
"cps4A",0.160691614605607,"2 - 48",-1.35964898513062
"cps4A",0.347524595541687,"23 - 48",0.661285532099694
"cps4A",0.256909261645444,"236 - 48",-0.975831407036458
"cps4A",0.14042993476705,"260 - 48",1.47861827132955
"cps4A",0.442987139358646,"27 - 48",-0.350685114550667
"cps4A",0.1299368957913,"3 - 48",1.53527031237666
"cps4A",0.102598298476605,"309 - 48",-1.71983504453967
"cps4A",0.000755255360098429,"336 - 48",3.90098000988035
"cps4A",0.161006079604835,"37 - 48",-1.35964898513062
"cps4A",0.257333905053123,"371 - 48",-0.975831407036458
"cps4A",0.161321777800139,"40 - 48",-1.35964898513062
"cps4A",0.0920863134870033,"44 - 48",1.78074586903378
"cps4A",0.48137642676622,"1 - 485",-0.136389703279153
"cps4A",0.219658366882025,"10 - 485",1.113174775465
"cps4A",0.106167654118782,"104 - 485",-1.68247978048372
"cps4A",0.106425969578926,"11 - 485",-1.68247978048372
"cps4A",0.173318366738736,"111 - 485",-1.30037736114565
"cps4A",0.427007829248283,"116 - 485",-0.413992970467001
"cps4A",0.280203857003409,"13 - 485",0.886070014696707
"cps4A",0.0209434378949532,"147 - 485",2.67060282616464
"cps4A",0.460357165499673,"16 - 485",0.259612910250954
"cps4A",0.13465728576197,"170 - 485",1.51257766863362
"cps4A",0.22794456163761,"176 - 485",1.07925736712379
"cps4A",0.377011919395491,"185 - 485",0.575254266799189
"cps4A",0.118060380107454,"2 - 485",-1.61376310135949
"cps4A",0.472551994458691,"23 - 485",-0.209306313580262
"cps4A",0.173647244094977,"236 - 485",-1.30037736114565
"cps4A",0.334528941916687,"260 - 485",0.703672409299356
"cps4A",0.292351583849904,"27 - 485",-0.842909017008215
"cps4A",0.319537725801412,"3 - 485",0.749928607116898
"cps4A",0.0826811489441852,"309 - 485",-1.86341312195638
"cps4A",0.039279568533084,"336 - 485",2.3260950615894
"cps4A",0.11833751714996,"37 - 485",-1.61376310135949
"cps4A",0.173977371935462,"371 - 485",-1.30037736114565
"cps4A",0.118615958366783,"40 - 485",-1.61376310135949
"cps4A",0.320353045816824,"44 - 485",0.745765839206476
"cps4A",0.362072233877213,"48 - 485",-0.616799096900403
"cps4A",0.194048420170688,"1 - 498",-1.2202880586387
"cps4A",0.508270334422913,"10 - 498",0.0344937710028956
"cps4A",0.0243367221048137,"104 - 498",-2.57646407654234
"cps4A",0.0244628191105381,"11 - 498",-2.57646407654234
"cps4A",0.0615944907173528,"111 - 498",-2.07459047211676
"cps4A",0.200791688976108,"116 - 498",-1.18820608143811
"cps4A",0.476022169502523,"13 - 498",-0.157878731171213
"cps4A",0.0926773956218263,"147 - 498",1.77661853010603
"cps4A",0.398655190195895,"16 - 498",-0.514600200720154
"cps4A",0.323024574844751,"170 - 498",0.738364557662514
"cps4A",0.475797202933482,"176 - 498",0.185273071065172
"cps4A",0.440212011201808,"185 - 498",-0.372959270226803
"cps4A",0.0356146680556151,"2 - 498",-2.3879762123306
"cps4A",0.19678137420275,"23 - 498",-1.20881114198244
"cps4A",0.0618061556339073,"236 - 498",-2.07459047211676
"cps4A",0.499888066878653,"260 - 498",-0.0705407016717517
"cps4A",0.0991807630371467,"27 - 498",-1.73689331306683
"cps4A",0.511395748205331,"3 - 498",-0.0242845038542098
"cps4A",0.0167022008226282,"309 - 498",-2.75739741801499
"cps4A",0.147739290838114,"336 - 498",1.43211076553079
"cps4A",0.0357736621094348,"37 - 498",-2.3879762123306
"cps4A",0.062019280308507,"371 - 498",-2.07459047211676
"cps4A",0.0359340821188941,"40 - 498",-2.3879762123306
"cps4A",0.477968594764717,"44 - 498",-0.148218456852138
"cps4A",0.126111825232094,"48 - 498",-1.5650126339264
"cps4A",0.313053784547746,"485 - 498",-0.774213110971108
"cps4A",0.057447420274241,"1 - 5",2.12287863862414
"cps4A",0.00394172965331201,"10 - 5",3.36156811635653
"cps4A",0.474896379561949,"104 - 5",0.180933341472654
"cps4A",0.475453769678806,"11 - 5",0.180933341472654
"cps4A",0.453159012295846,"111 - 5",0.313385740213847
"cps4A",0.198719235056194,"116 - 5",1.19977013089249
"cps4A",0.008886485643561,"13 - 5",3.06206773666636
"cps4A",0.00010528371740162,"147 - 5",4.53401594812102
"cps4A",0.0829333192883962,"16 - 5",1.87337601161045
"cps4A",0.00761084197207789,"170 - 5",3.12634076999312
"cps4A",0.0114859423092024,"176 - 5",2.94267048908017
"cps4A",0.0260024002046238,"185 - 5",2.55170234883022
"cps4A",0.50534188034188,"2 - 5",0
"cps4A",0.0837693111147573,"23 - 5",1.87405289184952
"cps4A",0.453735550479429,"236 - 5",0.313385740213847
"cps4A",0.0400291296536677,"260 - 5",2.31743551065885
"cps4A",0.246095612085184,"27 - 5",1.02050410494816
"cps4A",0.0370493374562511,"3 - 5",2.36369170847639
"cps4A",0.505882352941176,"309 - 5",0
"cps4A",0.000347978258910573,"336 - 5",4.18950818354578
"cps4A",0.506423982869379,"37 - 5",0
"cps4A",0.454313557550103,"371 - 5",0.313385740213847
"cps4A",0.506966773847803,"40 - 5",0
"cps4A",0.0234586710606753,"44 - 5",2.60917896116286
"cps4A",0.161638716459864,"48 - 5",1.35964898513062
"cps4A",0.118895712985573,"485 - 5",1.61376310135949
"cps4A",0.0360959473536639,"498 - 5",2.3879762123306
"cps4A",0.500542509022191,"1 - 56",0.0716475464052427
"cps4A",0.170539968871902,"10 - 56",1.32021063666498
"cps4A",0.134512536640688,"104 - 56",-1.51089354890265
"cps4A",0.134805592276071,"11 - 56",-1.51089354890265
"cps4A",0.208799584273121,"111 - 56",-1.15177932565679
"cps4A",0.459463854289308,"116 - 56",-0.265394934978147
"cps4A",0.226520896919568,"13 - 56",1.08643956487449
"cps4A",0.0135850794718226,"147 - 56",2.84218905774572
"cps4A",0.426273348933384,"16 - 56",0.408210945739808
"cps4A",0.109398974629093,"170 - 56",1.66117570412248
"cps4A",0.18688951433875,"176 - 56",1.25084359870486
"cps4A",0.318335899802206,"185 - 56",0.757248948663028
"cps4A",0.140792281461336,"2 - 56",-1.46516506587064
"cps4A",0.507517161846452,"23 - 56",-0.0174670746711059
"cps4A",0.209169796301974,"236 - 56",-1.15177932565679
"cps4A",0.290330646102169,"260 - 56",0.85227044478821
"cps4A",0.344134867033205,"27 - 56",-0.671322785427137
"cps4A",0.279634604206031,"3 - 56",0.898526642605752
"cps4A",0.108038185999676,"309 - 56",-1.6918268903753
"cps4A",0.0287034140080109,"336 - 56",2.49768129317048
"cps4A",0.141086211067727,"37 - 56",-1.46516506587064
"cps4A",0.209541323471249,"371 - 56",-1.15177932565679
"cps4A",0.141381370505107,"40 - 56",-1.46516506587064
"cps4A",0.275181878435805,"44 - 56",0.917352070787554
"cps4A",0.420820618207906,"48 - 56",-0.434804415036564
"cps4A",0.478354242429414,"485 - 56",0.148598035488854
"cps4A",0.273438252407348,"498 - 56",0.922811146459962
"cps4A",0.141677767508263,"5 - 56",-1.46516506587064
"cps4A",0.0367988868445256,"1 - 57",2.35826574357812
"cps4A",0.00043162772256002,"10 - 57",4.07696881597425
"cps4A",0.471643042714031,"104 - 57",-0.221597182032377
"cps4A",0.472214039133782,"11 - 57",-0.221597182032377
"cps4A",0.507510729613734,"111 - 57",0
"cps4A",0.245789324424241,"116 - 57",1.0235085331276
"cps4A",0.00198044076582743,"13 - 57",3.57389785132711
"cps4A",8.97221430513843e-06,"147 - 57",5.10981841520414
"cps4A",0.0901369484450238,"16 - 57",1.80132160624805
"cps4A",0.00538709832153956,"170 - 57",3.24812068732275
"cps4A",0.00689013517256028,"176 - 57",3.16082622563156
"cps4A",0.0172864845317249,"185 - 57",2.74218143212714
"cps4A",0.440720304329405,"2 - 57",-0.361866682945309
"cps4A",0.076291261640268,"23 - 57",1.92399262607442
"cps4A",0.508055853920516,"236 - 57",0
"cps4A",0.0397309995158401,"260 - 57",2.31407734887166
"cps4A",0.302734982485505,"27 - 57",0.806662804704575
"cps4A",0.0368307265563104,"3 - 57",2.36748940539496
"cps4A",0.418649661304788,"309 - 57",-0.443194364064753
"cps4A",5.67690493416941e-05,"336 - 57",4.68788429738604
"cps4A",0.441293412657532,"37 - 57",-0.361866682945309
"cps4A",0.508602150537634,"371 - 57",0
"cps4A",0.441868013455263,"40 - 57",-0.361866682945309
"cps4A",0.0168579104567657,"44 - 57",2.75238418716229
"cps4A",0.190495491449268,"48 - 57",1.23433994342483
"cps4A",0.134925817387099,"485 - 57",1.50154643901107
"cps4A",0.035682093937483,"498 - 57",2.39553073506968
"cps4A",0.442444112560159,"5 - 57",-0.361866682945309
"cps4A",0.168563774589179,"56 - 57",1.32996020742999
"cps4A",0.465058307827351,"1 - 59",-0.244019946775043
"cps4A",0.0827971765182278,"10 - 59",1.86154831205463
"cps4A",0.0442688481961787,"104 - 59",-2.2653452227296
"cps4A",0.0444459235889634,"11 - 59",-2.2653452227296
"cps4A",0.119139310780405,"111 - 59",-1.59900385855466
"cps4A",0.398648576306382,"116 - 59",-0.513409121989428
"cps4A",0.154801405328273,"13 - 59",1.4005558897891
"cps4A",0.00199642676395535,"147 - 59",3.57492794935304
"cps4A",0.448284713620317,"16 - 59",0.311586225759101
"cps4A",0.0840652696582843,"170 - 59",1.84614838762268
"cps4A",0.145882288660007,"176 - 59",1.43991397609246
"cps4A",0.303164376870887,"185 - 59",0.804519101382099
"cps4A",0.0696094102549337,"2 - 59",-1.98282143664883
"cps4A",0.452327658248866,"23 - 59",-0.324036628834493
"cps4A",0.119413194253464,"236 - 59",-1.59900385855466
"cps4A",0.289485140275371,"260 - 59",0.85544581981135
"cps4A",0.212497122392236,"27 - 59",-1.13894284329802
"cps4A",0.275510849674242,"3 - 59",0.91209786085846
"cps4A",0.0280073204662998,"309 - 59",-2.50809277328702
"cps4A",0.00769124399718048,"336 - 59",3.112722281133
"cps4A",0.0698262620002762,"37 - 59",-1.98282143664883
"cps4A",0.119688339862343,"371 - 59",-1.59900385855466
"cps4A",0.070044469069027,"40 - 59",-1.98282143664883
"cps4A",0.253023042497536,"44 - 59",0.992488140286435
"cps4A",0.28123869284833,"48 - 59",-0.881298932634332
"cps4A",0.510406416586076,"485 - 59",-0.00637335461779964
"cps4A",0.267627163273676,"498 - 59",0.941840182408192
"cps4A",0.0702640442071744,"5 - 59",-1.98282143664883
"cps4A",0.476692176549442,"56 - 59",-0.188368036481639
"cps4A",0.066427448867529,"57 - 59",-2.02259767217218
"cps4A",2.75060175305267e-08,"1 - 6",6.25129398659711
"cps4A",8.78039431814575e-22,"10 - 6",10.2063961013236
"cps4A",0.459916917901625,"104 - 6",-0.268170725171694
"cps4A",0.460484716565701,"11 - 6",-0.268170725171694
