"Gene","adjpvals","comp","zvals"
"hysA",0.0425331405917903,"86 - 904;9",2.12554776044807
"hysA",7.947068339238e-05,"899 - 904;9",-4.37583197913171
"hysA",0.000150104025190218,"1 - 91",4.21132629629833
"hysA",4.51758877570944e-06,"10 - 91",5.08250669466936
"hysA",0.000345162852291534,"104 - 91",3.92877817581123
"hysA",0.0418181754510997,"11 - 91",2.13451921426887
"hysA",0.479624460909063,"111 - 91",-0.128953296150962
"hysA",0.188521693028785,"116 - 91",-1.15641988161185
"hysA",0.000605727357357609,"13 - 91",3.74298613297566
"hysA",4.30751821195168e-05,"147 - 91",4.54264976578173
"hysA",0.361256379001433,"16 - 91",-0.544931670831484
"hysA",0.0815412745263341,"170 - 91",1.79009360570851
"hysA",0.242695249483864,"176 - 91",0.935715694997898
"hysA",0.497291323626564,"185 - 91",0.0542526972306111
"hysA",0.0281189941949067,"2 - 91",2.31907943884391
"hysA",0.219604367601878,"23 - 91",1.03261971027181
"hysA",0.385097523446238,"236 - 91",0.457576212148574
"hysA",0.453239565707384,"260 - 91",0.237107673567898
"hysA",0.401139630140611,"27 - 91",-0.406470688501899
"hysA",0.36149091681441,"3 - 91",0.542158481666947
"hysA",0.012610143964561,"309 - 91",2.68261884817111
"hysA",0.00052786300798487,"336 - 91",3.78451835216816
"hysA",0.428839781661374,"37 - 91",0.318916753921734
"hysA",0.311199288727878,"371 - 91",0.701616858627814
"hysA",0.188825760275606,"40 - 91",-1.15641988161185
"hysA",0.0320734013479901,"44 - 91",2.2559780931416
"hysA",0.102176069184033,"48 - 91",-1.63542468037337
"hysA",0.189130809969105,"485 - 91",-1.15641988161185
"hysA",0.39125381990475,"498 - 91",0.440937077161353
"hysA",0.255642068246454,"5 - 91",0.895046802854257
"hysA",0.000763897944010229,"56 - 91",3.67031585926447
"hysA",0.413080556630704,"57 - 91",-0.364815116325329
"hysA",0.102393003513511,"59 - 91",-1.63542468037337
"hysA",0.0941260017907174,"6 - 91",-1.70095170321226
"hysA",0.18943684687844,"642 - 91",-1.15641988161185
"hysA",0.189743875803688,"647 - 91",-1.15641988161185
"hysA",3.79815748197514e-05,"67 - 91",4.57608154258955
"hysA",0.0733382056539254,"712 - 91",1.84230394149974
"hysA",0.117984567379015,"717 - 91",-1.53933857804927
"hysA",0.237054803677005,"84 - 91",-0.952590478018396
"hysA",0.000436696426901508,"86 - 91",3.84987985766823
"hysA",0.129808916356023,"899 - 91",-1.46276830295829
"hysA",0.00391108736030716,"904;9 - 91",3.14919673662587
"hysA",0.0237357597045025,"1 - 969;906",2.3930189876234
"hysA",0.0067244879878041,"10 - 969;906",2.94251131142856
"hysA",0.00837394111050806,"104 - 969;906",2.85774448544859
"hysA",0.120277615813583,"11 - 969;906",1.52038281636629
"hysA",0.472902841805018,"111 - 969;906",-0.166426011126594
"hysA",0.223859764940827,"116 - 969;906",-1.0053489651729
"hysA",0.0313551617042504,"13 - 969;906",2.26683407307789
"hysA",0.0023661809138918,"147 - 969;906",3.31529735365856
"hysA",0.372567664269318,"16 - 969;906",-0.506070931793113
"hysA",0.14214033465464,"170 - 969;906",1.40046922288161
"hysA",0.33517907246204,"176 - 969;906",0.626847429447666
"hysA",0.50243197942497,"185 - 969;906",-0.0365136573330683
"hysA",0.0748012917635035,"2 - 969;906",1.83238434699587
"hysA",0.340134566123327,"23 - 969;906",0.609486792899287
"hysA",0.43059593850602,"236 - 969;906",0.312473327013197
"hysA",0.479767470620183,"260 - 969;906",0.132461519059942
"hysA",0.411325598335057,"27 - 969;906",-0.373559234545716
"hysA",0.409393561150913,"3 - 969;906",0.381534460882056
"hysA",0.0627650767325287,"309 - 969;906",1.92891216298234
"hysA",0.0105504412402483,"336 - 969;906",2.75021956141925
"hysA",0.464754597223824,"37 - 969;906",0.199258353457691
"hysA",0.37063160551459,"371 - 969;906",0.511731680470888
"hysA",0.224196903141039,"40 - 969;906",-1.0053489651729
"hysA",0.106077378319575,"44 - 969;906",1.61091291957641
"hysA",0.175534628983564,"48 - 969;906",-1.23129598905435
"hysA",0.224535058349396,"485 - 969;906",-1.0053489651729
"hysA",0.434402440205871,"498 - 969;906",0.298887530186536
"hysA",0.320258794090021,"5 - 969;906",0.66966656858082
"hysA",0.00681517930798778,"56 - 969;906",2.93566426429428
"hysA",0.42017001239818,"57 - 969;906",-0.342511004202896
"hysA",0.175833665830214,"59 - 969;906",-1.23129598905435
"hysA",0.196774563446745,"6 - 969;906",-1.11659200550259
"hysA",0.224874235174698,"642 - 969;906",-1.0053489651729
"hysA",0.225214438253631,"647 - 969;906",-1.0053489651729
"hysA",0.00927386201743253,"67 - 969;906",2.81214542051909
"hysA",0.176279614000093,"712 - 969;906",1.22782950259867
"hysA",0.188803674878359,"717 - 969;906",-1.16335285452319
"hysA",0.271307763221852,"84 - 969;906",-0.838922954046302
"hysA",0.00460498297027192,"86 - 969;906",3.08227765504866
"hysA",0.188963059315241,"899 - 969;906",-1.16087699134417
"hysA",0.0602453344600036,"904;9 - 969;906",1.95192231300697
"hysA",0.494736579087597,"91 - 969;906",-0.0748761074424941
"hysA",0.108768082676371,"1 - novel",1.59034313643169
"hysA",0.00641498061834247,"10 - novel",2.96524710807642
"hysA",0.041762746481866,"104 - novel",2.13613350862776
"hysA",0.493673578102675,"11 - novel",0.0643017197430023
"hysA",0.0628262402078675,"111 - novel",-1.92956053263101
"hysA",0.00499632339062736,"116 - novel",-3.04812447135942
"hysA",0.180944908837784,"13 - novel",1.19371670273557
"hysA",0.00868119491207955,"147 - novel",2.84497136406243
"hysA",0.0241401917230423,"16 - novel",-2.38242042685304
"hysA",0.472010804711609,"170 - novel",0.159633112713264
"hysA",0.15810321858502,"176 - novel",-1.31995734937013
"hysA",0.0109208188903218,"185 - novel",-2.737665675223
"hysA",0.300600867424544,"2 - novel",0.735519944865606
"hysA",0.0544046653511859,"23 - novel",-2.00598386671738
"hysA",0.161802145545633,"236 - novel",-1.29102808177796
"hysA",0.118967599291131,"260 - novel",-1.53104382571563
"hysA",0.00816335563888442,"27 - novel",-2.86978068900265
"hysA",0.181446831058827,"3 - novel",-1.19894656995281
"hysA",0.312130020428047,"309 - novel",0.697192662095385
"hysA",0.058248351467479,"336 - novel",1.96955661260062
"hysA",0.132999072222311,"37 - novel",-1.44198137985197
"hysA",0.220731843932741,"371 - novel",-1.0253502771677
"hysA",0.00501934792238141,"40 - novel",-3.04812447135942
"hysA",0.464639848663653,"44 - novel",0.204550352568289
"hysA",1.63064284214193e-05,"48 - novel",-4.77549326731903
"hysA",0.00504258564424428,"485 - novel",-3.04812447135942
"hysA",0.15890638785917,"498 - novel",-1.30914247754684
"hysA",0.275830569210619,"5 - novel",-0.814770426354461
"hysA",0.0358285388816358,"56 - novel",2.20655983459682
"hysA",0.00907488950506583,"57 - novel",-2.82168097738386
"hysA",1.66261623120353e-05,"59 - novel",-4.77549326731903
"hysA",1.5827167158482e-10,"6 - novel",-6.96236280351663
"hysA",0.0050660395309617,"642 - novel",-3.04812447135942
"hysA",0.00508971261288208,"647 - novel",-3.04812447135942
"hysA",0.0246991345357199,"67 - novel",2.37288624638522
"hysA",0.348300077096961,"712 - novel",-0.581194735888895
"hysA",2.58364420710207e-05,"717 - novel",-4.65960906769113
"hysA",0.00898327000988505,"84 - novel",-2.82622312319062
"hysA",0.0233686816847862,"86 - novel",2.40204435560266
"hysA",0.000219882046287761,"899 - novel",-4.08948811310416
"hysA",0.364767140725586,"904;9 - novel",0.532213475084266
"hysA",0.00942544888093356,"91 - novel",-2.80309688997889
"hysA",0.0930087682754743,"969;906 - novel",-1.70765918446222
"lytA",0.00134595841912024,"1 - 10",3.67373722146577
"lytA",4.93339289019961e-09,"1 - 104",6.69987344159855
"lytA",1.98823024899337e-05,"10 - 104",4.85252412140073
"lytA",0.0454317860176197,"1 - 11",2.18208531044874
"lytA",0.221897997769488,"10 - 11",1.10797494696021
"lytA",0.116113780798422,"104 - 11",-1.61507509483139
"lytA",0.456736013741407,"1 - 111",0.195612667423364
"lytA",0.357883796670923,"10 - 111",-0.566208357825255
"lytA",0.0245684964603169,"104 - 111",-2.49426379245443
"lytA",0.217322470530492,"11 - 111",-1.12301716978815
"lytA",0.00104598289884445,"1 - 116",3.74369578103882
"lytA",0.00791051893574316,"10 - 116",2.97358289329008
"lytA",0.295675351390359,"104 - 116",0.822671303467919
"lytA",0.0885412994832657,"11 - 116",1.80224462312941
"lytA",0.0225478804781989,"111 - 116",2.53335102538663
"lytA",0.353886109133671,"1 - 13",0.563490434760622
"lytA",0.0872814394689144,"10 - 13",-1.79700564484897
"lytA",2.79262724765135e-06,"104 - 13",-5.4216822976319
"lytA",0.0857464152709518,"11 - 13",-1.82273631505133
"lytA",0.51142899569469,"111 - 13",-0.0160720660914385
"lytA",0.00231710604195096,"116 - 13",-3.45821828865777
"lytA",0.00289464042151639,"1 - 147",3.32787098173208
"lytA",0.0407324401197014,"10 - 147",2.24852391043523
"lytA",0.35099599227871,"104 - 147",-0.603526234103838
"lytA",0.294792898564427,"11 - 147",0.82592618622538
"lytA",0.0874322057525322,"111 - 147",1.79738307693985
"lytA",0.217137258398997,"116 - 147",-1.12787871597771
"lytA",0.00893310492004007,"13 - 147",2.9041275341439
"lytA",0.344186926482564,"1 - 16",0.649652742978618
"lytA",0.48192434427651,"10 - 16",-0.113229372936564
"lytA",0.0548092705349624,"104 - 16",-2.06980319969513
"lytA",0.313985724870694,"11 - 16",-0.748678113192103
"lytA",0.419455029455995,"111 - 16",0.324187132640881
"lytA",0.0447672965218505,"116 - 16",-2.20916389274574
"lytA",0.386994308360559,"13 - 16",0.456555640156788
"lytA",0.15439697395496,"147 - 16",-1.4230440203438
"lytA",0.0322389020165891,"1 - 170",2.37567893001519
"lytA",0.11680512982914,"10 - 170",1.60876309466441
"lytA",0.386648967133308,"104 - 170",-0.456222950040601
"lytA",0.337428289350153,"11 - 170",0.674365907151699
"lytA",0.126242830710667,"111 - 170",1.55657940496215
"lytA",0.250752732682964,"116 - 170",-0.976771620424473
"lytA",0.0486004126022635,"13 - 170",2.13104700056477
"lytA",0.5,"147 - 170",0
"lytA",0.191844736068613,"16 - 170",1.23239227232127
"lytA",0.370995824749333,"1 - 176",-0.516485470572451
"lytA",0.0638223670766489,"10 - 176",-1.98305949765423
"lytA",1.65930746785871e-05,"104 - 176",-4.89516077893377
"lytA",0.0489191300322873,"11 - 176",-2.12593001858787
"lytA",0.396324139492745,"111 - 176",-0.416534638721488
"lytA",0.00150881011750642,"116 - 176",-3.6209983798994
"lytA",0.310672353808856,"13 - 176",-0.777641530245759
"lytA",0.00620467285322056,"147 - 176",-3.07962743048384
"lytA",0.297234934176319,"16 - 176",-0.826602529627209
"lytA",0.0315161247844212,"170 - 176",-2.38546915015749
"lytA",2.8518006737022e-08,"1 - 185",6.29802657161234
"lytA",5.03158018411442e-05,"10 - 185",4.60379240391615
"lytA",0.486394521855352,"104 - 185",0.0987042021733388
"lytA",0.112520915999006,"11 - 185",1.64758875969487
"lytA",0.0236285068841093,"111 - 185",2.51393806668289
"lytA",0.31623929582374,"116 - 185",-0.756604043790403
"lytA",6.11508931342434e-06,"13 - 185",5.20506893135331
"lytA",0.341005883721304,"147 - 185",0.660418152719849
"lytA",0.052108133502637,"16 - 185",2.09541427809194
"lytA",0.374724896198913,"170 - 185",0.504402695860269
"lytA",2.50828108957914e-05,"176 - 185",4.79946807009042
"lytA",5.30305539209583e-06,"1 - 2",5.24420046696808
"lytA",0.000325799654698242,"10 - 2",4.15609498837904
"lytA",0.223918760295167,"104 - 2",1.08829183986273
"lytA",0.0437626259222844,"11 - 2",2.20728985917081
"lytA",0.008523077505009,"111 - 2",2.92526179291757
"lytA",0.5005291005291,"116 - 2",0
"lytA",3.39986007997035e-05,"13 - 2",4.71275713229666
"lytA",0.158140142399289,"147 - 2",1.38136367294543
"lytA",0.0217171968403006,"16 - 2",2.55092273632151
"lytA",0.217522253538003,"170 - 2",1.12787871597771
"lytA",3.66450131776275e-05,"176 - 2",4.67468880733147
"lytA",0.246348531030808,"185 - 2",0.990627229079773
"lytA",0.000326722334787475,"1 - 23",4.17573893508029
"lytA",0.0499998798002347,"10 - 23",2.11463808463963
"lytA",0.029615535026705,"104 - 23",-2.41400477808451
"lytA",0.512479358565776,"11 - 23",0.0189631780534733
"lytA",0.174072567335405,"111 - 23",1.31088284896252
"lytA",0.0550296899862428,"116 - 23",-2.06691851821964
"lytA",0.00625633019996635,"13 - 23",3.08286641529253
"lytA",0.23611658985432,"147 - 23",-1.02575999300596
"lytA",0.280110536006257,"16 - 23",0.878633338774682
"lytA",0.313361277156076,"170 - 23",-0.76455635765368
"lytA",0.0068625798162543,"176 - 23",3.03100042254048
"lytA",0.0311075418978356,"185 - 23",-2.39170204304996
"lytA",0.0129391148562238,"2 - 23",-2.77306218641536
"lytA",5.71098272994936e-06,"1 - 236",5.24420046696808
"lytA",0.000332882255887334,"10 - 236",4.15609498837904
"lytA",0.224302840501505,"104 - 236",1.08829183986273
"lytA",0.0439114783914079,"11 - 236",2.20728985917081
"lytA",0.00856793580766694,"111 - 236",2.92526179291757
"lytA",0.501059322033898,"116 - 236",0
"lytA",3.50288614299975e-05,"13 - 236",4.71275713229666
"lytA",0.158457056512313,"147 - 236",1.38136367294543
"lytA",0.0218104036936924,"16 - 236",2.55092273632151
"lytA",0.217908616332919,"170 - 236",1.12787871597771
"lytA",3.7635418939185e-05,"176 - 236",4.67468880733147
"lytA",0.246747799314488,"185 - 236",0.990627229079773
"lytA",0.501590668080594,"2 - 236",0
"lytA",0.0130031698802645,"23 - 236",2.77306218641536
"lytA",0.22226584117938,"1 - 260",1.10369281853387
"lytA",0.417813875774439,"10 - 260",0.339749611952127
"lytA",0.112238268900142,"104 - 260",-1.64534260693584
"lytA",0.406993843060414,"11 - 260",-0.374339056596051
"lytA",0.341845310323237,"111 - 260",0.648374265281762
"lytA",0.0768081896639939,"116 - 260",-1.88497676010486
"lytA",0.276251422451074,"13 - 260",0.897039214222137
"lytA",0.229720277913711,"147 - 260",-1.04870496374775
"lytA",0.419954380681538,"16 - 260",0.324187132640881
"lytA",0.273116093074836,"170 - 260",-0.908205139680391
"lytA",0.191870687923991,"176 - 260",1.23667042053293
"lytA",0.108204703825828,"185 - 260",-1.67689048950098
"lytA",0.0440347242514482,"2 - 260",-2.17658367972546
"lytA",0.387942885793062,"23 - 260",-0.446383828586841
"lytA",0.044174074644649,"236 - 260",-2.17658367972546
"lytA",0.423707664072591,"1 - 27",-0.311857033791574
"lytA",0.15853937676275,"10 - 27",-1.374569063652
"lytA",0.000940259302595629,"104 - 27",-3.81683463875278
"lytA",0.0889584173052828,"11 - 27",-1.79772913963681
"lytA",0.418663937019248,"111 - 27",-0.344822526159442
"lytA",0.00343613506147344,"116 - 27",-3.27008431907701
"lytA",0.365264302088429,"13 - 27",-0.53104364535253
"lytA",0.0186186004117546,"147 - 27",-2.62365532586219
"lytA",0.323587777633745,"16 - 27",-0.719161582755494
"lytA",0.0477106364102171,"170 - 27",-2.1422056030993
"lytA",0.501218001054745,"176 - 27",0.0500912131891806
"lytA",0.000992489173701472,"185 - 27",-3.79628605922289
"lytA",0.000473095338989252,"2 - 27",-4.00501899880762
"lytA",0.0378607868758171,"23 - 27",-2.29293065697635
"lytA",0.000480851000284158,"236 - 27",-4.00501899880762
"lytA",0.224756195685789,"260 - 27",-1.09350063935154
"lytA",0.00646924303432403,"1 - 3",3.059687355527
"lytA",0.0378976753485143,"10 - 3",2.29117299397725
"lytA",0.460930747110967,"104 - 3",0.183224176713659
"lytA",0.192415411399982,"11 - 3",1.23830526514056
"lytA",0.0571774261383045,"111 - 3",2.04496521517439
"lytA",0.378204382936855,"116 - 3",-0.488385810212237
"lytA",0.0124753678755924,"13 - 3",2.79463264461127
"lytA",0.354159772281366,"147 - 3",0.563939357988856
"lytA",0.100856726996805,"16 - 3",1.72077808253351
"lytA",0.378688639509117,"170 - 3",0.488385810212237
"lytA",0.00730353445239641,"176 - 3",3.00323376502845
"lytA",0.478129782780241,"185 - 3",0.126100673965067
"lytA",0.354623332192729,"2 - 3",-0.563939357988856
"lytA",0.155863827284853,"23 - 3",1.41573743793666
"lytA",0.355088107202155,"236 - 3",-0.563939357988856
"lytA",0.159171466061448,"260 - 3",1.39659094989263
"lytA",0.0153318051594676,"27 - 3",2.70614496108815
"lytA",0.00291502521321721,"1 - 309",3.32787098173208
"lytA",0.0408758642046299,"10 - 309",2.24852391043523
"lytA",0.351473537846436,"104 - 309",-0.603526234103838
"lytA",0.295242964058418,"11 - 309",0.82592618622538
"lytA",0.0876563908954874,"111 - 309",1.79738307693985
"lytA",0.218296354084401,"116 - 309",-1.12787871597771
"lytA",0.0089791518526176,"13 - 309",2.9041275341439
"lytA",0.502123142250531,"147 - 309",0
"lytA",0.154723394618713,"16 - 309",1.4230440203438
"lytA",0.502656748140276,"170 - 309",0
"lytA",0.00624419306247675,"176 - 309",3.07962743048384
"lytA",0.34148958001027,"185 - 309",-0.660418152719849
"lytA",0.15877524337278,"2 - 309",-1.38136367294543
"lytA",0.236503666231131,"23 - 309",1.02575999300596
"lytA",0.159094710663268,"236 - 309",-1.38136367294543
"lytA",0.230099980852412,"260 - 309",1.04870496374775
"lytA",0.0187032304136262,"27 - 309",2.62365532586219
"lytA",0.355554102093497,"3 - 309",-0.563939357988856
"lytA",0.356998170563828,"1 - 336",0.566067311661368
"lytA",0.375363793839745,"10 - 336",-0.500657190505331
"lytA",0.00674226300348284,"104 - 336",-3.04176527481736
"lytA",0.209134954812691,"11 - 336",-1.16488765400171
"lytA",0.462043793562343,"111 - 336",0.17189038313084
"lytA",0.0134134015409037,"116 - 336",-2.75337140978673
"lytA",0.428808926157653,"13 - 336",0.297540357742086
"lytA",0.0637540346744336,"147 - 336",-1.99081384022709
"lytA",0.45697895122626,"16 - 336",-0.202448673465211
"lytA",0.115538154827896,"170 - 336",-1.62549269380901
"lytA",0.309801008854636,"176 - 336",0.780833617360757
"lytA",0.00670300489287451,"185 - 336",-3.03989581041813
"lytA",0.00251961576770658,"2 - 336",-3.37217751317252
"lytA",0.139112471443398,"23 - 336",-1.49244245999569
"lytA",0.00253774249984835,"236 - 336",-3.37217751317252
"lytA",0.355274557177013,"260 - 336",-0.576787730061263
"lytA",0.343715831493265,"27 - 336",0.632841485635101
"lytA",0.0448885676992846,"3 - 336",-2.18943205179787
"lytA",0.0639393661705803,"309 - 336",-1.99081384022709
"lytA",0.40186616400621,"1 - 37",-0.402473517445337
"lytA",0.209068876579716,"10 - 37",-1.16289681658401
"lytA",0.00656612405365113,"104 - 37",-3.05338628013364
"lytA",0.116405245983014,"11 - 37",-1.61611685472915
"lytA",0.393785728112837,"111 - 37",-0.427036853757005
"lytA",0.00821074383520914,"116 - 37",-2.96038787914363
"lytA",0.357338053740626,"13 - 37",-0.564156760599467
"lytA",0.0375554260130652,"147 - 37",-2.29048276188085
"lytA",0.31709770528678,"16 - 37",-0.751223986397886
"lytA",0.0644733558996729,"170 - 37",-1.98361625871916
"lytA",0.478631953177124,"176 - 37",-0.123629002360259
"lytA",0.00638976554034702,"185 - 37",-3.06524027428879
"lytA",0.00240312138587524,"2 - 37",-3.41836147785856
"lytA",0.0774224020225477,"23 - 37",-1.88026532063853
"lytA",0.00242265895811813,"236 - 37",-3.41836147785856
"lytA",0.226230854007526,"260 - 37",-1.07541111903877
"lytA",0.47093078021302,"27 - 37",-0.148277158781553
"lytA",0.0255227644284318,"3 - 37",-2.47200206893139
"lytA",0.0376914963971705,"309 - 37",-2.29048276188085
"lytA",0.340490594557586,"336 - 37",-0.664990068071835
"lytA",0.222653739680566,"1 - 371",1.10369281853387
"lytA",0.418317265986216,"10 - 371",0.339749611952127
"lytA",0.112505502873713,"104 - 371",-1.64534260693584
"lytA",0.407488969390171,"11 - 371",-0.374339056596051
"lytA",0.342324085267667,"111 - 371",0.648374265281762
"lytA",0.0770186230603336,"116 - 371",-1.88497676010486
"lytA",0.276688529132168,"13 - 371",0.897039214222137
"lytA",0.230480941085611,"147 - 371",-1.04870496374775
"lytA",0.420454922255652,"16 - 371",0.324187132640881
"lytA",0.273550299900074,"170 - 371",-0.908205139680391
"lytA",0.192231347111818,"176 - 371",1.23667042053293
"lytA",0.108469911433244,"185 - 371",-1.67689048950098
"lytA",0.0443143098022511,"2 - 371",-2.17658367972546
"lytA",0.388429029760221,"23 - 371",-0.446383828586841
"lytA",0.0444554381774175,"236 - 371",-2.17658367972546
"lytA",0.503191489361702,"260 - 371",0
"lytA",0.22514639741441,"27 - 371",1.09350063935154
"lytA",0.159501697318837,"3 - 371",-1.39659094989263
"lytA",0.230863164868506,"309 - 371",-1.04870496374775
"lytA",0.355748256586583,"336 - 371",0.576787730061263
"lytA",0.226614947138269,"37 - 371",1.07541111903877
"lytA",0.344673066209235,"1 - 40",0.649652742978618
"lytA",0.482464618205072,"10 - 40",-0.113229372936564
"lytA",0.0549748574550076,"104 - 40",-2.06980319969513
"lytA",0.314445440426874,"11 - 40",-0.748678113192103
"lytA",0.420956658439728,"111 - 40",0.324187132640881
"lytA",0.0449238255306681,"116 - 40",-2.20916389274574
"lytA",0.387483555273783,"13 - 40",0.456555640156788
"lytA",0.155051198420871,"147 - 40",-1.4230440203438
"lytA",0.503727369542066,"16 - 40",0
"lytA",0.192202655352323,"170 - 40",-1.23239227232127
"lytA",0.297692923289071,"176 - 40",0.826602529627209
"lytA",0.0522674855928591,"185 - 40",-2.09541427809194
"lytA",0.0219044140544411,"2 - 40",-2.55092273632151
"lytA",0.280548208718767,"23 - 40",-0.878633338774682
"lytA",0.0219992383577071,"236 - 40",-2.55092273632151
"lytA",0.421459593515522,"260 - 40",-0.324187132640881
"lytA",0.324057426077335,"27 - 40",0.719161582755494
"lytA",0.101109500748677,"3 - 40",-1.72077808253351
"lytA",0.155380394171234,"309 - 40",-1.4230440203438
"lytA",0.457505424672373,"336 - 40",0.202448673465211
"lytA",0.317568176659609,"37 - 40",0.751223986397886
"lytA",0.421963731785278,"371 - 40",-0.324187132640881
"lytA",0.394075411597839,"1 - 44",-0.425217639968513
"lytA",0.203515265592052,"10 - 44",-1.18558778614244
"lytA",0.0062695002754997,"104 - 44",-3.07464868459468
"lytA",0.113873199628437,"11 - 44",-1.63486853288888
"lytA",0.387816302397114,"111 - 44",-0.443276283406919
"lytA",0.00787715424444589,"116 - 44",-2.97662730879355
"lytA",0.355053326987736,"13 - 44",-0.586221800487712
"lytA",0.0366672673052635,"147 - 44",-2.30923444004058
"lytA",0.31260784365077,"16 - 44",-0.7674634160478
"lytA",0.0635073648048891,"170 - 44",-1.99985568836907
"lytA",0.472128594929111,"176 - 44",-0.144170436598579
"lytA",0.0062266703879153,"185 - 44",-3.08620528781746
"lytA",0.00231750259324129,"2 - 44",-3.43711315601829
"lytA",0.0749225311376011,"23 - 44",-1.90191789350508
"lytA",0.0023369774049492,"236 - 44",-3.43711315601829
"lytA",0.224256418493314,"260 - 44",-1.09165054868868
"lytA",0.463565311670524,"27 - 44",-0.167028836941281
"lytA",0.0248861052466656,"3 - 44",-2.48824149858131
"lytA",0.0368035768491492,"309 - 44",-2.30923444004058
"lytA",0.335815223737696,"336 - 44",-0.683741746231563
"lytA",0.512482457086404,"37 - 44",-0.0162394296499143
"lytA",0.224643735278276,"371 - 44",-1.09165054868868
"lytA",0.313075119949201,"40 - 44",-0.7674634160478
"lytA",0.121757769664333,"1 - 48",1.57806742173459
"lytA",0.496413214325295,"10 - 48",-0.0655979081017602
"lytA",0.00169242216890993,"104 - 48",-3.55410045624531
"lytA",0.245893151350552,"11 - 48",-0.996117158304969
"lytA",0.37691811583323,"111 - 48",0.494774319276729
"lytA",0.0130898651722534,"116 - 48",-2.77576779119657
"lytA",0.233224331428174,"13 - 48",1.04966422113887
"lytA",0.0639702704240952,"147 - 48",-1.98328776527999
"lytA",0.493064325065398,"16 - 48",0.0762505306857733
"lytA",0.136166240732239,"170 - 48",-1.51476105154589
"lytA",0.137106828055085,"176 - 48",1.50218747790973
"lytA",0.002058439924024,"185 - 48",-3.49729419930864
"lytA",0.00146472622745395,"2 - 48",-3.63433314707961
"lytA",0.139651270795825,"23 - 48",-1.48819751417777
"lytA",0.00148118382551523,"236 - 48",-3.63433314707961
"lytA",0.418242400173365,"260 - 48",-0.342273257905183
"lytA",0.21189954066998,"27 - 48",1.15258014122305
"lytA",0.0474959104106173,"3 - 48",-2.14526442137123
"lytA",0.0641535663278892,"309 - 48",-1.98328776527999
"lytA",0.403575117191422,"336 - 48",0.396189892418296
"lytA",0.230286090431902,"37 - 48",1.04607652688263
"lytA",0.418748134635485,"371 - 48",-0.342273257905183
"lytA",0.49361217431547,"40 - 48",0.0762505306857733
"lytA",0.228859231758606,"44 - 48",1.0670415404113
"lytA",0.457258594992827,"1 - 485",0.195612667423364
"lytA",0.35835844361611,"10 - 485",-0.566208357825255
"lytA",0.0246700191729628,"104 - 485",-2.49426379245443
"lytA",0.21770508051382,"11 - 485",-1.12301716978815
"lytA",0.504264392324094,"111 - 485",0
"lytA",0.0226434223446319,"116 - 485",-2.53335102538663
"lytA",0.51198977310225,"13 - 485",0.0160720660914385
"lytA",0.0878817286612856,"147 - 485",-1.79738307693985
"lytA",0.422469077571847,"16 - 485",-0.324187132640881
"lytA",0.126525253150736,"170 - 485",-1.55657940496215
"lytA",0.396815247472289,"176 - 485",0.416534638721488
"lytA",0.0237277863247988,"185 - 485",-2.51393806668289
"lytA",0.0086132688013583,"2 - 485",-2.92526179291757
"lytA",0.174410572320523,"23 - 485",-1.31088284896252
"lytA",0.00865908406093999,"236 - 485",-2.92526179291757
"lytA",0.342804203199319,"260 - 485",-0.648374265281762
"lytA",0.419172024321455,"27 - 485",0.344822526159442
"lytA",0.0573470920912372,"3 - 485",-2.04496521517439
"lytA",0.088108227961959,"309 - 485",-1.79738307693985
"lytA",0.462567059466717,"336 - 485",-0.17189038313084
"lytA",0.394276121298532,"37 - 485",0.427036853757005
"lytA",0.343285669776846,"371 - 485",-0.648374265281762
"lytA",0.422975635218815,"40 - 485",-0.324187132640881
"lytA",0.388300467568646,"44 - 485",0.443276283406919
"lytA",0.377402586419134,"48 - 485",-0.494774319276729
"lytA",0.0455822223951615,"1 - 498",2.18208531044874
"lytA",0.222287292502417,"10 - 498",1.10797494696021
"lytA",0.116382562698418,"104 - 498",-1.61507509483139
"lytA",0.504802561366062,"11 - 498",0
"lytA",0.218089040091446,"111 - 498",1.12301716978815
"lytA",0.0887736913454265,"116 - 498",-1.80224462312941
"lytA",0.0859744642477363,"13 - 498",1.82273631505133
"lytA",0.295694405899486,"147 - 498",-0.82592618622538
"lytA",0.314906504122514,"16 - 498",0.748678113192103
"lytA",0.33791032976351,"170 - 498",-0.674365907151699
"lytA",0.0490705824472479,"176 - 498",2.12593001858787
"lytA",0.112790750329939,"185 - 498",-1.64758875969487
"lytA",0.044061346918341,"2 - 498",-2.20728985917081
"lytA",0.513043763145694,"23 - 498",-0.0189631780534733
"lytA",0.0442122419420339,"236 - 498",-2.20728985917081
"lytA",0.407985301874203,"260 - 498",0.374339056596051
"lytA",0.0891906847133906,"27 - 498",1.79772913963681
"lytA",0.192779145637033,"3 - 498",-1.23830526514056
"lytA",0.296147230410818,"309 - 498",-0.82592618622538
"lytA",0.209514510084584,"336 - 498",1.16488765400171
"lytA",0.116675955857393,"37 - 498",1.61611685472915
"lytA",0.408482844925269,"371 - 498",0.374339056596051
"lytA",0.315368921896556,"40 - 498",0.748678113192103
"lytA",0.114142403410064,"44 - 498",1.63486853288888
"lytA",0.246294282103163,"48 - 498",0.996117158304969
"lytA",0.218474356416696,"485 - 498",1.12301716978815
"lytA",0.128615500867983,"1 - 5",1.54606216233162
